Year,Active,Client ID,First Name,Last Name,Gender,Date of Birth,City,Indigenous,PWD,Vet,Emergency Sheltered,Bus Pass,Clothing Supplement,Pet Deposit,PSSG,Status,Deceased
2016,Y,89476188,Tom,Rivera,Male,11-Nov-92,Coquitlam,Y,N,N,Y,N,N,Y,N,,
2022,Y,78258742,Jack,Cote,Male,26-Sep-65,Grand Forks,N,N,N,N,N,N,N,N,,
2013,Y,18061759,Autumn,Taylor,Female,22-Oct-86,Penticton,Y,N,N,Y,N,N,N,N,,
2008,Y,46085529,Emilia,Basque,Female,31-May-79,Kamloops,Y,N,N,N,N,N,N,N,,
2001,Y,99921915,Chris,Reid,Male,20-May-54,Enderby,Y,N,N,Y,N,N,N,N,,
2017,Y,93744615,Hannah,Cox,Female,06-Feb-89,Rossland,N,N,N,N,N,N,N,N,,
2017,Y,47737488,Maria,Allen,Female,01-May-94,North Vancouver,Y,N,N,N,N,N,N,N,,
2020,Y,98638046,Hudson,Pelletierr,Male,13-Jun-52,Prince George,N,N,N,N,Y,N,N,N,,
2021,Y,64861203,Victoria,MacDonald,Female,28-Sep-78,Colwood,Y,N,N,N,N,N,N,N,,
2010,Y,58915914,Chris,Viswam,Male,10-Feb-60,Prince Rupert,Y,N,N,N,Y,N,N,N,,
2005,Y,97700182,Jack,Martin,Male,02-Jul-81,West Kelowna,N,N,N,Y,N,N,Y,N,,
2021,Y,70617127,Noah,Collins,Male,13-Oct-98,Burnaby,N,N,N,N,N,N,N,N,,
2017,Y,63030762,Matt,Jepp,Male,02-Apr-75,Dawson Creek,N,N,N,N,N,N,N,N,,
2006,Y,65086720,Theo,Richardson,Male,01-May-63,Port Alberni,N,N,N,Y,N,N,Y,N,,
2007,Y,25537593,Evelyn,Butry,Female,10-May-68,Delta,N,N,N,N,N,N,N,N,,
2007,Y,69064752,Sadie,Williams,Female,02-Jan-75,Mission,Y,N,N,Y,N,N,Y,N,,
2013,Y,80397369,Cam,Halll,Male,26-Sep-99,Abbotsford,N,N,N,N,N,N,N,N,,
2012,Y,59622849,Asher,Edwards,Male,30-Jul-94,Quesnel,N,N,N,Y,N,N,Y,N,,
2000,Y,86582343,Josephine,Morrison,Female,21-Jul-00,Port Moody,N,N,N,N,N,N,N,N,,
2011,Y,54818077,Lincoln,Mustafa,Male,09-Nov-75,Terrace,N,N,N,Y,N,N,N,N,,
2008,Y,75487104,Raelynn,Parquis,Female,04-Jul-90,Campbell River,N,N,N,Y,N,N,Y,N,,
2016,N,83918099,Sam,Halll,Male,31-Dec-93,Terrace,N,N,N,N,N,N,N,Y,,
2002,Y,32157815,Michael,Graham,Male,15-Sep-94,Duncan,N,N,N,Y,N,N,Y,N,,
2013,Y,29605617,Tom,Hill,Male,24-Nov-49,Rossland,N,N,N,Y,N,N,Y,N,,
2011,Y,60835535,Riley,Parquis,Female,20-Jan-87,Pitt Meadows,Y,N,N,N,N,N,N,N,,
2003,Y,99217694,Kaitlyn,Hebert,Female,30-May-59,Vernon,N,N,Y,N,Y,N,N,N,,
2008,Y,97829167,Dan,Austin,Male,23-Jan-77,Salmon Arm,Y,N,N,N,N,N,N,N,,
2014,Y,20214540,Madelyn,Mitchell,Female,17-Jul-95,Powell River,Y,N,N,N,N,N,N,N,,
2009,Y,37237696,Allison,Hughes,Female,26-Mar-55,Coquitlam,N,N,N,N,N,N,N,N,,
2012,Y,65188925,Cam,Antoine,Male,02-Apr-77,Trail,Y,N,N,N,N,N,N,N,,
2008,Y,52642702,Grace,Adams,Female,02-Nov-82,Vernon,Y,N,N,Y,N,N,Y,N,,
2007,Y,14623151,Nora,Little,Female,21-May-05,Delta,N,N,Y,N,N,N,N,N,,
2003,Y,93194738,Ben,Clark,Male,27-Jul-70,New Westminster,N,N,N,N,N,N,N,N,,
2011,Y,72455978,Evelyn,Russell,Female,26-May-76,New Westminster,N,N,N,Y,N,N,Y,N,,
2007,Y,22811700,Emma,Amyot,Female,13-Sep-05,Rossland,N,N,N,Y,N,N,Y,N,,
2012,Y,15541253,Michael,Parquis,Male,20-Jan-51,Port Coquitlam,N,N,N,Y,Y,N,Y,N,,
2016,Y,91905831,Nolan,Chang,Male,17-Apr-81,Williams Lake,N,N,N,Y,N,N,Y,N,,
2009,Y,49429512,Luke,Wright,Male,04-Dec-91,Burnaby,N,N,N,N,N,N,N,N,,
2006,Y,16169596,Nora,Hamilton,Female,31-Jan-96,Armstrong,N,N,N,N,N,N,N,N,,
2014,Y,23944113,Addison,Taylor,Female,04-Dec-04,Port Alberni,N,N,N,N,N,N,N,N,,
2008,N,21982718,Henry,Gauthier,Male,14-Oct-55,Port Moody,Y,N,N,N,Y,N,N,Y,,
2000,Y,37928166,Theo,Robinson,Male,18-Jun-82,Richmond,Y,N,N,Y,N,N,Y,N,,
2014,Y,43578950,William,Bergeron,Male,08-May-67,Maple Ridge,N,N,N,Y,N,N,Y,N,,
2007,Y,94857992,Charlotte,Obediah,Female,30-Sep-61,Penticton,N,N,Y,Y,N,N,N,N,,
2002,Y,43587147,Audrey,Lapointe,Female,19-Mar-49,Greenwood,Y,N,N,Y,N,N,Y,N,,
2018,Y,30577993,Samantha,Bergeron,Female,11-Mar-98,Quesnel,Y,N,N,N,N,N,N,N,,
2012,Y,65451554,Dan,Perry,Male,28-Feb-75,Abbotsford,Y,N,N,N,N,N,N,N,,
2015,Y,42830074,Rose,Mutadi,Female,26-Feb-49,Trail,Y,N,N,Y,Y,N,Y,N,,
2015,Y,72954111,John,Yoshida,Male,24-Jan-53,Quesnel,N,N,N,Y,Y,N,N,N,,
2004,Y,96758429,Aaron,McNeill,Male,29-Sep-60,Fernie,N,N,Y,N,N,N,N,N,,
2012,Y,56055350,Natalie,Blondin,Female,25-Mar-00,Coquitlam,Y,N,N,N,N,N,N,N,,
2003,Y,12896750,Lucy,Wen,Female,31-May-03,Revelstoke,N,N,Y,N,N,N,N,N,,
2021,Y,19400561,Mason,Cloutier,Male,03-Sep-89,Surrey,N,N,N,Y,N,N,N,N,,
2008,Y,68652041,Alex,Flores,Male,21-Apr-87,Nanaimo,N,N,N,N,N,N,N,N,,
2014,N,62408829,Samantha,Bennett,Female,02-Aug-95,Langford,N,N,N,N,N,N,N,Y,,
2012,Y,34839363,Grace,Evans,Female,31-Aug-84,Port Coquitlam,Y,N,N,Y,N,N,Y,N,,
2019,Y,82970356,Charlotte,Lopez,Female,24-Dec-81,Armstrong,Y,N,N,Y,N,N,Y,N,,
2014,Y,40300648,Samantha,Chow,Female,27-Sep-80,Duncan,N,N,N,N,N,N,N,N,,
2013,Y,42770855,Avery,Desjardins,Female,27-Jun-86,Kamloops,N,N,Y,Y,N,N,N,N,,
2018,Y,68749031,Samantha,Lentz,Female,07-Aug-55,White Rock,N,N,N,Y,Y,N,Y,N,,
2009,Y,33240157,Alice,Lapointe,Female,07-Jul-84,Abbotsford,N,N,N,N,N,N,N,N,,
2022,Y,50091293,Natalie,Mitchell,Female,15-May-95,Port Alberni,Y,N,N,Y,N,N,N,N,,
2020,Y,61237027,Mason,Murphy,Male,17-Oct-51,New Westminster,Y,N,N,Y,N,N,Y,N,,
2015,Y,52432518,Owen,Chen,Male,06-Nov-53,Salmon Arm,N,N,N,N,N,N,N,N,,
2007,Y,63353703,Tom,Gilbert,Male,10-Jan-49,Port Coquitlam,N,N,N,N,N,N,N,N,,
2011,Y,42830925,Gabe,Cote,Male,08-Apr-02,Revelstoke,N,N,N,Y,N,N,N,N,,
2005,Y,20147528,Isabell,Boucher,Female,15-Oct-82,Revelstoke,Y,N,N,N,N,N,N,N,,
2013,Y,79964503,Lucy,Dallas,Female,10-Oct-59,Vancouver,Y,N,N,Y,Y,N,Y,N,,
2010,Y,98892235,Logan,Richardson,Male,18-May-03,Kimberley,N,N,N,N,N,N,N,N,,
2013,Y,42273921,Leo,Bellerose,Male,09-Nov-51,Fort St. John,Y,N,N,Y,N,N,N,N,,
2012,Y,35707492,Hudson,Amyot,Male,31-May-64,Port Coquitlam,Y,N,N,N,N,N,N,N,,
2010,Y,59814975,Aubrey,Pelletierr,Female,09-Aug-95,Nanaimo,Y,N,N,Y,N,N,Y,N,,
2011,Y,60221254,Grace,Hamilton,Female,10-Jul-71,Abbotsford,N,N,N,N,N,N,N,N,,
2020,Y,71762014,Madelyn,Blanchard,Female,18-Sep-90,Victoria,N,N,N,Y,N,N,Y,N,,
2008,Y,81915407,Scarlett,McCloud,Female,13-Mar-79,Kelowna,N,N,N,Y,N,N,N,N,,
2013,Y,39470631,Samantha,Sun,Female,02-Feb-63,Langford,Y,N,N,Y,N,N,N,N,,
2004,Y,45516189,Abigail,Li,Female,12-Oct-86,Powell River,Y,N,N,N,N,N,N,N,,
2022,Y,87323828,Charles,Patton,Male,09-May-71,Richmond,N,N,N,Y,N,N,N,N,,
2007,Y,67646253,Elijah,Graay,Male,12-Jan-90,Dawson Creek,Y,N,N,Y,N,N,N,N,,
2014,Y,44244451,Judy,Antoine,Female,15-Aug-81,Victoria,Y,N,N,N,N,N,N,N,,
2015,Y,21784276,Dan,Alexander,Male,10-Jul-96,Delta,Y,N,N,Y,N,N,Y,N,,
2002,Y,68977901,Hudson,Parkin,Male,19-Jun-90,Cranbrook,N,N,N,N,N,N,N,N,,
2010,Y,72331545,Jack,Gagnon,Male,01-Jul-55,Kimberley,N,N,N,Y,N,N,N,N,,
2022,Y,37039945,Nolan,Green,Male,05-Oct-49,Terrace,Y,N,N,N,Y,N,N,N,,
2010,Y,42241190,Andrew,Brown,Male,08-Oct-92,Kelowna,N,N,N,Y,N,N,N,N,,
2019,Y,67287442,Hazel,Harris,Female,29-May-04,Penticton,Y,N,N,Y,N,N,Y,N,,
2018,Y,31739926,Riley,Wen,Female,09-Apr-89,Port Alberni,Y,N,N,N,N,N,N,N,,
2018,Y,59272273,Emma,Lapointe,Female,26-Oct-61,Williams Lake,N,N,N,N,N,N,N,N,,
2000,Y,64236305,Natalie,Beaaudry,Female,21-Jul-84,Parksville,N,N,N,Y,N,N,Y,N,,
2013,Y,44712897,Jade,Chen,Female,07-Feb-71,Maple Ridge,Y,N,N,Y,N,N,Y,N,,
2019,Y,83181983,Emilia,Coleman,Female,21-Feb-98,Nanaimo,N,N,N,Y,N,N,N,N,,
2003,Y,71258840,Elizabeth,Meyers,Female,09-Apr-98,Port Alberni,N,N,N,N,N,N,N,N,,
2005,Y,19183670,Chris,Macedo,Male,22-Jul-67,Vernon,N,N,N,Y,N,N,Y,N,,
2019,Y,49560526,Oliver,Morin,Male,23-Jan-91,Courtenay,N,N,N,Y,N,N,Y,N,,
2004,Y,83791457,Zoe,Chow,Female,18-Feb-05,Rossland,Y,N,N,N,N,N,N,N,,
2005,Y,22514120,Charles,Jordan,Male,12-Sep-60,Port Coquitlam,N,N,N,N,N,N,N,N,,
2017,Y,23414177,Layla,Gonzalez,Female,07-Jan-72,Rossland,Y,N,N,Y,N,N,N,N,,
2003,Y,41665794,David,Taylor,Male,13-Jan-92,Enderby,N,N,N,N,N,N,N,N,,
2010,Y,39522371,Evelyn,Ramirez,Female,24-Jan-64,Penticton,Y,N,N,N,N,N,N,N,,
2018,N,95238103,Sadie,Meadows,Female,31-Jul-02,Terrace,Y,N,N,N,N,N,N,Y,,
2001,Y,96028150,Savannah,Munroe,Female,01-Jul-84,Prince George,Y,N,N,Y,N,N,Y,N,,
2004,Y,88162839,Noah,Hamilton,Male,22-Nov-83,Fernie,N,N,N,Y,N,N,Y,N,,
2016,Y,88440738,Adrian,Fathi,Male,29-Nov-00,Mission,N,N,N,Y,N,N,Y,N,,
2001,Y,48751715,Stella,Obediah,Female,05-Jul-00,Port Coquitlam,N,N,N,N,N,N,N,N,,
2015,Y,15331206,Paisley,Hamilton,Female,03-Aug-92,Powell River,Y,N,N,Y,N,N,N,N,,
2018,Y,13055415,Layla,Cook,Female,11-Apr-71,Revelstoke,Y,N,N,Y,N,N,N,N,,
2019,Y,63958323,Emilia,Levesque,Female,08-May-49,Enderby,N,N,N,Y,N,N,Y,N,,
2002,Y,11294251,Owen,Roberts,Male,23-Jun-69,Port Alberni,N,N,N,Y,N,N,Y,N,,
2006,Y,68658027,John,Morin,Male,24-Feb-69,Chilliwack,N,N,N,N,N,N,N,N,,
2019,Y,86848129,Jacob,Watson,Male,01-Jun-97,Victoria,Y,N,N,Y,N,N,Y,N,,
2016,Y,36579221,Jack,Lee,Male,27-Jan-95,Surrey,Y,N,N,N,N,N,N,N,,
2003,N,65276765,Maria,Reid,Female,09-Nov-53,Kamloops,Y,N,N,N,N,N,N,N,Waitlisted,29-Nov-16
2017,Y,62883560,Avery,Green,Female,09-Jan-81,Quesnel,Y,N,N,Y,N,N,N,N,,
2003,N,54338526,Jade,Phillips,Female,16-Jan-76,Fort St. John,N,N,N,N,N,N,N,Y,,
2018,N,28728777,Madison,Hickins,Female,10-Jun-90,Langford,N,N,N,N,N,N,N,N,Waitlisted,15-Jan-21
2001,Y,34044764,Oliver,Nicholas,Male,19-Feb-87,Dawson Creek,Y,N,N,N,N,N,N,N,,
2006,Y,68011366,Paisley,Hill,Female,24-Aug-81,Trail,Y,N,N,Y,N,N,Y,N,,
2017,Y,93287288,Kaitlyn,Desjardins,Female,05-Apr-76,Castlegar,N,N,Y,Y,N,N,N,N,,
2014,Y,35516718,David,Brown,Male,13-Dec-51,Coquitlam,N,N,N,Y,N,N,Y,N,,
2019,Y,49728995,Kaitlyn,Kennedy,Female,21-Jun-61,Prince Rupert,Y,N,N,Y,N,N,Y,N,,
2007,Y,53794993,Jacob,Sanders,Male,10-Jul-81,New Westminster,N,N,N,N,N,N,N,N,,
2009,Y,89154354,Leo,Tremblay,Male,06-May-63,Enderby,Y,N,N,Y,N,N,N,N,,
2011,Y,72974167,Emilia,Basque,Female,20-Mar-67,Grand Forks,Y,N,N,Y,N,N,Y,N,,
2009,Y,54178676,Allison,Meyers,Female,21-Jan-73,Port Coquitlam,Y,N,N,Y,N,N,Y,N,,
2005,Y,43242763,Hudson,Gilbert,Male,22-Jun-53,Nelson,Y,N,N,N,N,N,N,N,,
2008,Y,33954223,Wyatt,Hodgins,Male,10-Dec-93,Penticton,N,N,N,Y,N,N,Y,N,,
2012,Y,29670302,Ben,Basque,Male,07-Sep-57,Merritt,Y,N,N,Y,N,N,Y,N,,
2006,Y,83763582,Aubrey,Evans,Female,16-Jun-78,Enderby,Y,N,N,N,N,N,N,N,,
2002,Y,70676303,Joe,Benedict,Male,13-Jul-91,Maple Ridge,Y,N,N,Y,N,N,Y,N,,
2003,Y,78485154,Charlotte,Cloutier,Female,29-Dec-01,Victoria,N,N,Y,Y,N,N,Y,N,,
2012,Y,15789058,Lillian,Donahoe,Female,20-Jun-61,Kamloops,N,N,N,Y,N,N,Y,N,,
2002,Y,17257267,Sophie,Chen,Female,07-Dec-80,Pitt Meadows,Y,N,N,Y,N,N,N,N,,
2005,Y,55472354,Raelynn,Poirier,Female,26-Aug-85,Coquitlam,N,N,N,N,N,N,N,N,,
2001,Y,78142729,Alex,Rodriguez,Male,10-Oct-51,Port Coquitlam,Y,N,N,N,N,N,N,N,,
2001,Y,55170458,William,Jackson,Male,05-Jan-73,North Vancouver,Y,N,N,Y,N,N,Y,N,,
2014,Y,74249710,Cam,Kingfisher,Male,01-Jan-52,Langford,N,N,N,Y,N,N,N,N,,
2011,Y,18579010,Josephine,Bennett,Female,29-Oct-52,Maple Ridge,N,N,N,Y,N,N,Y,N,,
2017,Y,56502319,Liam,Hunter,Male,01-Jun-59,Revelstoke,Y,N,N,Y,N,N,Y,N,,
2008,Y,54223715,Logan,Johnson,Male,12-Aug-93,Armstrong,N,N,N,Y,N,N,Y,N,,
2002,Y,98104848,Ian,Jacob,Male,26-Aug-96,Vernon,Y,N,N,N,N,N,N,N,,
2020,Y,37400637,Julian,Johnson,Male,16-Aug-50,Colwood,N,N,N,Y,N,N,N,N,,
2015,N,57896600,Maria,Baker,Female,11-May-94,Richmond,Y,N,N,N,N,N,N,Y,,
2016,Y,40716323,Alice,Gagnon,Female,30-Mar-62,Colwood,Y,N,N,Y,N,N,N,N,,
2006,Y,25993334,Hannah,Perez,Female,23-Aug-95,Dawson Creek,N,N,N,N,N,N,N,N,,
2012,Y,92271358,Ryan,Peterson,Male,17-Oct-53,Prince Rupert,N,N,N,N,N,N,N,N,,
2016,Y,93691401,Zoe,Martin,Female,17-Jan-70,Parksville,N,N,N,N,N,N,N,N,,
2002,Y,65744721,Elizabeth,Richardson,Female,04-May-87,Nanaimo,Y,N,N,N,N,N,N,N,,
2018,Y,28929014,Josephine,Gonzales,Female,18-Oct-53,Delta,Y,N,N,Y,N,N,Y,N,,
2004,Y,75635277,Cam,Richardson,Male,11-Sep-58,Campbell River,Y,N,N,Y,N,N,Y,N,,
2008,Y,78986394,William,Chechock,Male,25-May-02,Revelstoke,N,N,N,Y,N,N,N,N,,
2020,Y,56451418,Owen,Graay,Male,16-Dec-03,Richmond,Y,N,N,N,N,N,N,N,,
2018,Y,58177895,David,Allen,Male,16-Nov-72,Castlegar,Y,N,N,N,N,N,N,N,,
2000,Y,99656168,Paisley,Patterson,Female,01-Mar-88,Courtenay,Y,N,N,Y,N,N,Y,N,,
2003,Y,71467314,Elijah,Lara,Male,25-Jul-65,Richmond,Y,N,N,N,N,N,N,N,,
2012,Y,73294763,Layla,Ramirez,Female,05-Aug-68,Prince Rupert,N,N,N,Y,N,N,N,N,,
2016,Y,78812849,Elizabeth,Cadot,Female,20-Oct-51,Quesnel,Y,N,N,Y,N,N,Y,N,,
2014,Y,79260404,Riley,Sanchez,Female,16-Oct-61,Vernon,Y,N,N,Y,N,N,Y,N,,
2001,Y,35775202,Victoria,Green,Female,18-Sep-01,Merritt,Y,N,N,Y,N,N,Y,N,,
2016,N,97952686,Victoria,Hughes,Female,19-Mar-60,Powell River,Y,N,N,N,N,N,N,Y,,
2000,Y,73274358,Madison,Watson,Female,12-Aug-79,Port Coquitlam,N,N,N,N,N,N,N,N,,
2018,Y,99040815,Michael,Bellefeuille,Male,29-Apr-66,Kimberley,Y,N,N,N,N,N,N,N,,
2013,Y,69555986,Aaron,King,Male,18-Sep-82,Maple Ridge,Y,N,N,Y,N,N,Y,N,,
2020,Y,67925134,Audrey,Bellefeuille,Female,08-May-02,Campbell River,Y,N,N,N,N,N,N,N,,
2010,Y,88212486,Paisley,Connors,Female,20-Sep-57,Kelowna,Y,N,N,Y,N,N,N,N,,
2011,Y,30256582,Lucas,Graham,Male,31-Aug-65,Fernie,N,N,N,N,N,N,N,N,,
2015,Y,46886734,Sofia,Diaz,Female,05-Mar-89,Rossland,N,N,N,N,N,N,N,N,,
2000,Y,67476659,Alex,Simmons,Male,29-Mar-58,Burnaby,Y,N,N,Y,N,N,Y,N,,
2007,Y,31554347,Noah,Blanchard,Male,03-Aug-72,Richmond,N,N,Y,N,N,N,N,N,,
2010,Y,93921667,Henry,Wimmons,Male,02-Feb-84,White Rock,N,N,N,N,N,N,N,N,,
2021,Y,87137703,Aubrey,Morgan,Female,23-Dec-71,Vancouver,N,N,N,Y,N,N,Y,N,,
2016,Y,63320177,Sofia,Beaaudry,Female,30-Jul-63,Pitt Meadows,Y,N,N,N,N,N,N,N,,
2022,Y,39555037,Oliver,Macedo,Male,09-Nov-52,Kelowna,N,N,N,Y,N,N,Y,N,,
2005,Y,27289907,Lucas,Perez,Male,23-Jan-04,Fernie,N,N,N,Y,N,N,Y,N,,
2015,Y,59131621,Hannah,King,Female,25-May-81,Surrey,N,N,N,Y,N,N,Y,N,,
2006,Y,42206243,Elizabeth,Sun,Female,05-Aug-50,Revelstoke,Y,N,N,Y,N,N,Y,N,,
2006,Y,36392604,Emily,Gonzales,Female,09-Aug-92,Maple Ridge,N,N,N,Y,N,N,Y,N,,
2019,Y,82517565,Ethan,McNeill,Male,26-Aug-94,Prince George,Y,N,N,Y,N,N,Y,N,,
2009,Y,58321565,William,Lefebvre,Male,17-Sep-51,Vancouver,N,N,N,N,N,N,N,N,,
2002,Y,12156687,Josephine,Dulam,Female,06-Jun-95,New Westminster,Y,N,N,Y,N,N,N,N,,
2010,Y,79773116,Naomi,Chechock,Female,21-Jul-59,Nelson,Y,N,N,Y,Y,N,Y,N,,
2008,Y,35731015,Emilia,Blanchard,Female,11-Nov-84,Vancouver,N,N,N,N,N,N,N,N,,
2001,Y,11458343,Jack,Simard,Male,12-Jan-05,Mission,N,N,N,Y,N,N,Y,N,,
2009,Y,33858619,Julian,Simard,Male,16-Oct-58,Maple Ridge,Y,N,N,N,N,N,N,N,,
2013,Y,41168633,Ian,Walker,Male,13-May-98,Vancouver,N,N,N,Y,N,N,Y,N,,
2015,Y,24487756,Lucy,Morin,Female,07-Aug-95,Revelstoke,N,N,N,Y,N,N,Y,N,,
2020,Y,29055648,Adrian,Patton,Male,15-May-63,White Rock,N,N,N,Y,N,N,Y,N,,
2012,Y,64282635,Sarah,Roberts,Female,02-May-75,Powell River,N,N,N,Y,N,N,N,N,,
2017,Y,11581516,Zoe,Zacher,Female,16-Apr-92,Duncan,N,N,N,Y,N,N,Y,N,,
2004,Y,77938763,Hudson,Wilson,Male,19-Mar-79,Enderby,N,N,N,Y,N,N,Y,N,,
2000,Y,51139897,Lincoln,Kingfisher,Male,03-Sep-64,Powell River,Y,N,N,Y,N,N,N,N,,
2002,Y,91325134,Charles,Bryant,Male,22-Apr-95,Surrey,Y,N,N,Y,N,N,Y,N,,
2019,Y,60287061,Isabell,Lentz,Female,21-Mar-59,Vernon,Y,N,N,N,N,N,N,N,,
2006,Y,62951130,Lillian,Bailey,Female,27-Apr-75,Grand Forks,N,N,N,N,N,N,N,N,,
2012,Y,67590498,Naomi,Singh,Female,30-Aug-96,Richmond,Y,N,N,N,N,N,N,N,,
2005,Y,33711114,Dylan,Yoshida,Male,07-Jul-70,Campbell River,Y,N,N,Y,N,N,Y,N,,
2010,Y,53013738,Hudson,Williams,Male,28-Mar-96,Quesnel,Y,N,N,N,N,N,N,N,,
2017,Y,77329106,Claire,Garcia,Female,31-Mar-60,Pitt Meadows,N,N,N,Y,N,N,N,N,,
2009,Y,93695968,Clara,Morin,Female,27-Jul-96,New Westminster,Y,N,N,N,N,N,N,N,,
2017,Y,57266198,Jack,Phillips,Male,16-Jun-62,Kelowna,Y,N,N,N,N,N,N,N,,
2020,Y,41569004,William,Gill,Male,12-Jul-89,Terrace,Y,N,N,N,N,N,N,N,,
2007,Y,14980785,Amelia,Armstrong,Female,05-Aug-96,Kamloops,N,N,N,N,N,N,N,N,,
2017,N,90345082,Leah,Reed,Female,25-Jan-76,Prince George,N,N,N,N,N,N,N,Y,,
2013,Y,22933556,Hailey,Chang,Female,14-Jul-50,Terrace,N,N,N,Y,N,N,Y,N,,
2010,Y,91878679,Dylan,Shakya,Male,29-Mar-05,Victoria,Y,N,N,Y,N,N,N,N,,
2003,N,35553366,Abigail,Harris,Female,16-Nov-74,Kamloops,N,N,N,N,N,N,N,N,Waitlisted,
2017,Y,40625874,Mason,Little,Male,31-Jan-82,Kelowna,N,N,N,Y,N,N,Y,N,,
2022,N,38288647,Victoria,Gonzales,Female,12-Jan-70,Grand Forks,N,N,Y,N,N,N,N,Y,,
2018,Y,96256305,Dylan,Bonnevill,Male,14-Feb-63,Pitt Meadows,N,N,N,Y,N,N,Y,N,,
2001,Y,18445497,Dan,Nastic,Male,14-May-73,Coquitlam,N,N,N,N,N,N,N,N,,
2000,N,96233321,John,Wong,Male,10-Sep-92,Port Moody,N,N,N,N,N,N,N,N,,
2014,Y,66221602,Riley,Baker,Female,01-Jul-77,Salmon Arm,Y,N,N,N,N,N,N,N,,
2008,Y,19447526,Olivia,Perry,Female,01-Jun-90,Grand Forks,N,N,N,N,N,N,N,N,,
2018,N,72772566,Madison,Ho,Female,02-May-84,Quesnel,Y,N,N,N,N,N,N,N,Waitlisted,
2009,Y,74376129,Lucas,Allen,Male,28-Sep-63,Powell River,Y,N,N,Y,N,N,N,N,,
2016,Y,53519130,Logan,Born,Male,19-Aug-04,Duncan,Y,N,N,Y,N,N,N,N,,
2018,Y,16723218,Theo,Grant,Male,31-Jan-64,Courtenay,N,N,N,N,N,N,N,N,,
2009,Y,83419296,Alice,Anglin,Female,15-Feb-02,Kimberley,Y,N,N,N,N,N,N,N,,
2008,Y,63595525,Alex,Lapointe,Male,21-Feb-65,Greenwood,Y,N,N,N,N,N,N,N,,
2000,Y,11840723,Ryan,Richardson,Male,24-Jul-62,Vernon,N,N,N,Y,N,N,Y,N,,
2009,Y,25861166,Asher,Young,Male,21-Sep-60,Armstrong,Y,N,N,Y,N,N,Y,N,,
2008,N,11609047,Lucy,Halll,Female,14-Dec-75,Mission,N,N,N,N,N,N,N,Y,,
2007,Y,13493812,Savannah,Wood,Female,29-Nov-92,Castlegar,N,N,N,N,N,N,N,N,,
2000,Y,81410345,Luke,Watson,Male,29-Apr-00,Penticton,Y,N,N,N,N,N,N,N,,
2010,Y,84379173,Naomi,Dulam,Female,07-Jul-59,Maple Ridge,N,N,Y,Y,N,N,Y,N,,
2001,Y,89306512,Ethan,Ramirez,Male,08-Apr-70,Enderby,Y,N,N,N,N,N,N,N,,
2001,Y,31207650,Victoria,Lara,Female,07-Mar-96,Vancouver,N,N,N,N,N,N,N,N,,
2010,Y,83753969,Evelyn,Gagne,Female,05-Sep-67,Chilliwack,N,N,N,N,N,N,N,N,,
2022,Y,65863744,Julian,Lee,Male,14-Mar-63,Richmond,Y,N,N,N,Y,N,N,N,,
2011,Y,47500635,Judy,Boucher,Female,19-Mar-65,Rossland,N,N,N,N,N,N,N,N,,
2008,Y,56846737,Rebecca,Ho,Female,17-Jan-84,Abbotsford,Y,N,N,N,N,N,N,N,,
2007,Y,20966441,Ryan,Anglin,Male,25-Aug-73,Abbotsford,Y,N,N,Y,N,N,Y,N,,
2021,Y,65103788,Oliver,James,Male,22-Jan-87,Richmond,N,N,N,N,N,N,N,N,,
2010,Y,18198436,Lucas,Adams,Male,25-Sep-05,Terrace,Y,N,N,N,N,N,N,N,,
2016,Y,52542549,Logan,Lowe,Male,23-Oct-95,Abbotsford,N,N,N,Y,N,N,Y,N,,
2017,Y,31413486,Samantha,Decker,Female,16-Aug-56,Revelstoke,N,N,N,Y,Y,N,N,N,,
2013,Y,37989480,Theo,Blanchard,Male,03-Apr-03,Abbotsford,Y,N,N,N,N,N,N,N,,
2021,Y,29589651,David,Cadot,Male,03-Jul-78,West Kelowna,Y,N,N,N,N,N,N,N,,
2001,Y,76314477,Luke,Martinez,Male,04-Jan-01,Chilliwack,Y,N,N,N,N,N,N,N,,
2018,Y,16316037,Aubrey,Thompson,Female,02-Feb-50,Langford,Y,N,N,Y,N,N,Y,N,,
2015,Y,16976580,Samantha,Coleman,Female,07-Feb-69,Salmon Arm,N,N,N,Y,N,N,Y,N,,
2010,Y,49145259,William,Singh,Male,10-Feb-83,Williams Lake,N,N,N,N,N,N,N,N,,
2004,Y,30102660,Wyatt,Singh,Male,11-Jun-87,Castlegar,N,N,N,N,N,N,N,N,,
2015,Y,62729035,Sophie,Landry,Female,11-Dec-82,Coquitlam,N,N,N,Y,N,N,Y,N,,
2020,Y,70214441,Sophie,Nadeau,Female,21-Apr-61,Greenwood,N,N,Y,Y,N,N,Y,N,,
2001,Y,59667965,Aubrey,Fortin,Female,07-Sep-94,West Kelowna,N,N,N,Y,N,N,Y,N,,
2020,Y,68493950,Lincoln,Brrooks,Male,04-Jan-00,Cranbrook,Y,N,N,N,N,N,N,N,,
2015,Y,22377012,Adrian,Desjardins,Male,22-Dec-62,Delta,N,N,N,N,N,N,N,N,,
2002,Y,85924624,Sam,Mayer,Male,03-Sep-65,Prince Rupert,Y,N,N,Y,N,N,N,N,,
